date,USDNOK BGN Curncy,USDEUR CURNCY,USDJPY CURNCY,USDGBP CURNCY,USDCAD CURNCY,USDAUD CURNCY,USDNZD CURNCY,USDCHF CURNCY,USDDKK CURNCY,USDSEK CURNCY,USDAUD CURNCY,USDBRL CURNCY,USDARS CURNCY,USDCLP CURNCY,USDCOP CURNCY,USDCRC CURNCY,USDGTQ CURNCY,USDMXN CURNCY,USDPEN CURNCY,USDVEF CURNCY,USDCZK CURNCY,USDHUF CURNCY,USDISK CURNCY,USDPLN CURNCY,USDRUB CURNCY,USDTRY CURNCY,USDILS CURNCY,USDAED CURNCY,USDZAR CURNCY
1/3/2000,7.8884,0.9763,101.45,0.6112,1.4468,1.5187,1.9048,1.567,7.264,8.3767,1.5187,1.819,1,528,1877.5,297.72,7.662,9.505,3.52,0.6495,35.18,250.56,72.24,4.125,27.35,0.5415,4.1179,3.6731,6.1315
1/4/2000,7.9469,0.9713,103.22,0.6112,1.4528,1.5266,1.9251,1.5573,7.2296,8.381,1.5266,1.851,0.9999,529.43,1892.5,297.54,7.66,9.5713,3.5205,0.6505,35.261,246.88,71.82,4.1225,27.5,0.5367,4.115,3.673,6.09
1/5/2000,7.943,0.9689,104.14,0.6088,1.45,1.519,1.9212,1.5486,7.2118,8.3671,1.519,1.839,1,530,1910,294.53,7.78,9.571,3.519,0.6498,35.114,246.6,71.87,4.1245,27.25,0.5367,4.1512,3.673,6.0684
1/6/2000,7.942,0.9682,105.23,0.607,1.4599,1.5313,1.9446,1.5532,7.2076,8.3719,1.5313,1.8415,0.9999,527,1912.4,294.53,7.78,9.58,3.509,0.649,35.107,246.57,72.03,4.081,27.455,0.5361,4.1562,3.673,6.0788
1/7/2000,7.9748,0.9713,105.34,0.61,1.4558,1.5271,1.9324,1.5646,7.2257,8.4167,1.5271,1.827,1,524.55,1901,295.43,7.7,9.565,3.511,0.6498,35.04,247.35,72.1,4.075,27.455,0.5395,4.1695,3.673,6.0575
1/10/2000,8.0122,0.975,105.16,0.6107,1.4558,1.525,1.9393,1.5694,7.2577,8.4485,1.525,1.815,0.9999,522.5,1902.5,298.43,7.8628,9.47,3.509,0.651,35.12,248.43,72.36,4.0705,28.15,0.5411,4.1249,3.6731,6.075
1/11/2000,7.9588,0.9675,105.95,0.607,1.4571,1.5206,1.9333,1.5583,7.1974,8.3968,1.5206,1.8225,0.9999,522.5,1901,295.02,7.8628,9.5125,3.508,0.6516,34.85,246.83,71.94,4.0655,28.6,0.5404,4.1181,3.673,6.0925
1/12/2000,7.9558,0.97,105.79,0.6073,1.454,1.5185,1.9281,1.5624,7.2202,8.3983,1.5185,1.828,1,519.53,1905.85,295.02,7.8628,9.522,3.509,0.651,34.961,247.77,71.62,4.065,28.75,0.5405,4.1224,3.6731,6.065
1/13/2000,7.9424,0.9748,106.17,0.6071,1.4507,1.4993,1.91,1.5714,7.2556,8.4165,1.4993,1.8133,0.9999,517.05,1917,295.02,7.85,9.4875,3.5005,0.6518,35.2,248.22,71.83,4.067,28.655,0.5425,4.1153,3.6731,6.0618
1/14/2000,7.996,0.9879,105.87,0.613,1.4499,1.5023,1.9185,1.5945,7.3556,8.4749,1.5023,1.804,1,515.67,1921,295.02,7.87,9.4503,3.4875,0.6515,35.555,251.33,72.25,4.075,28.655,0.5493,4.1158,3.6731,6.0725
1/17/2000,8.0259,0.9879,104.9,0.6123,1.4495,1.5057,1.9255,1.5958,7.3568,8.4656,1.5057,1.792,0.9999,512.2,1923.5,298.84,7.8344,9.4215,3.489,0.6515,35.668,252.52,72.43,4.077,28.665,0.5469,4.0978,3.673,6.076
1/18/2000,7.9781,0.9865,105.67,0.6105,1.4505,1.5027,1.9352,1.5914,7.3442,8.459,1.5027,1.7925,0.9999,516,1936,298.86,7.94,9.3993,3.492,0.6523,35.538,251.91,72.41,4.0875,28.625,0.547,4.056,3.6731,6.0915
1/19/2000,7.9872,0.9869,105.32,0.6079,1.452,1.5066,1.9442,1.5929,7.3467,8.4755,1.5066,1.791,1.0006,516.85,1922,298.84,7.92,9.4153,3.501,0.6531,35.615,252,72.38,4.1003,28.555,0.5473,4.0908,3.6731,6.1123
1/20/2000,7.9603,0.9835,105.47,0.6047,1.4467,1.5021,1.9427,1.5845,7.322,8.452,1.5021,1.782,1,516.75,1935,298.84,7.92,9.435,3.501,0.653,35.512,251.94,72.37,4.0805,28.55,0.5473,4.0846,3.673,6.0978
1/21/2000,7.9968,0.9903,104.78,0.6065,1.4415,1.5086,1.9552,1.5962,7.3744,8.4844,1.5086,1.7725,0.9998,515.9,1935.5,299.24,7.9029,9.4668,3.495,0.653,35.665,252.77,72.43,4.08,28.53,0.5493,4.1061,3.6731,6.1325
1/24/2000,8.0024,0.9929,105.57,0.6049,1.4438,1.5285,1.9753,1.5998,7.3917,8.5257,1.5285,1.7735,0.9999,519.65,1940.5,299.24,7.93,9.5315,3.4925,0.6528,35.68,254.46,72.69,4.0945,28.5025,0.5515,4.1123,3.673,6.163
1/25/2000,8.0431,0.9991,106.04,0.6078,1.4363,1.5261,1.9687,1.611,7.4363,8.5566,1.5261,1.7785,1,516.9,1944,299.24,7.95,9.534,3.495,0.6541,35.84,253.85,72.65,4.135,28.54,0.5515,4.095,3.6731,6.1565
1/26/2000,8.0611,0.9981,105.66,0.6096,1.4395,1.5336,1.9683,1.6099,7.4292,8.5113,1.5336,1.7788,1,516.9,1965.25,296.02,7.8004,9.5085,3.4835,0.6536,35.775,254.94,72.7,4.129,28.6075,0.5521,4.0884,3.6731,6.17
1/27/2000,8.1393,1.0119,105.12,0.6099,1.4348,1.5289,1.9798,1.6327,7.5314,8.6131,1.5289,1.7803,0.9999,517.25,1978.5,296.02,7.8004,9.5425,3.4725,0.6549,36.13,258.03,72.98,4.155,28.5775,0.5565,4.083,3.6731,6.221
1/28/2000,8.294,1.026,107.13,0.6172,1.4464,1.5758,2.0325,1.6509,7.635,8.867,1.5758,1.799,1,517.5,1969.25,299.7,7.9376,9.5878,3.4905,0.6533,36.67,261.37,73.84,4.1975,28.635,0.5588,4.0866,3.6731,6.3375
1/31/2000,8.3294,1.0302,107.32,0.6187,1.4479,1.569,2.0131,1.6576,7.6397,8.856,1.569,1.784,0.9999,517.88,1976.5,299.7,7.9376,9.5925,3.484,0.6546,37.005,263.16,73.9,4.221,28.635,0.5583,4.0889,3.6731,6.306
2/1/2000,8.2782,1.0298,107.85,0.6192,1.4486,1.5802,2.0282,1.657,7.6619,8.7773,1.5802,1.784,0.9999,518.53,1967,299.7,7.9376,9.5925,3.47,0.6556,36.885,262.48,73.9,4.24,28.565,0.5613,4.0767,3.6731,6.256
2/2/2000,8.2373,1.0241,108.16,0.6216,1.4365,1.5656,2.0163,1.6501,7.6213,8.7336,1.5656,1.786,0.9999,516.6,1967.25,296.67,7.9376,9.541,3.473,0.6555,36.705,261.63,73.97,4.2305,28.715,0.5621,4.0693,3.6731,6.2875
2/3/2000,8.1839,1.0107,107.56,0.6261,1.4419,1.5732,2.0204,1.6235,7.5155,8.5606,1.5732,1.7835,1,514.95,1943.5,296.67,7.9,9.49,3.474,0.6556,36.175,256.92,73.24,4.185,28.7875,0.5617,4.05,3.6731,6.2545
2/4/2000,8.2088,1.0171,107.19,0.6282,1.4408,1.5675,2.0143,1.6349,7.5711,8.6199,1.5675,1.768,0.9997,515.55,1949.25,296.65,7.9376,9.445,3.475,0.6563,36.385,261.69,73.97,4.185,28.79,0.5616,4.0653,3.6731,6.2575
2/7/2000,8.2422,1.0188,108.62,0.6258,1.4486,1.5782,2.0245,1.6379,7.584,8.6168,1.5782,1.769,1,514.65,1950.3,299.99,7.87,9.4225,3.472,0.6567,36.395,261.24,73.91,4.1825,28.7275,0.5629,4.0703,3.6731,6.2845
2/8/2000,8.1895,1.0147,109.47,0.6206,1.4442,1.5808,2.0329,1.6317,7.5522,8.594,1.5808,1.7648,1,514.95,1952,300.6,7.87,9.401,3.4525,0.6572,36.175,259.13,73.59,4.1435,28.745,0.5609,4.068,3.6731,6.2875
2/9/2000,8.1337,1.0058,108.79,0.6185,1.444,1.5737,2.0253,1.6187,7.4901,8.5215,1.5737,1.7688,0.9999,514.78,1951,297.02,7.7004,9.425,3.4345,0.6578,35.85,257.79,73.27,4.14,28.675,0.5593,4.0693,3.6731,6.3325
2/10/2000,8.1763,1.0148,109.27,0.6212,1.4483,1.5849,2.0352,1.6302,7.5549,8.5842,1.5849,1.767,0.9999,516.05,1949.5,297.02,7.7004,9.4225,3.443,0.6575,36.185,259.21,73.56,4.15,28.69,0.5613,4.066,3.6731,6.32
2/11/2000,8.1876,1.0127,108.82,0.6275,1.4503,1.5862,2.0367,1.6252,7.5449,8.5762,1.5862,1.7685,0.9999,515.05,1949,300.39,7.79015,9.422,3.438,0.6575,36.13,259.69,73.74,4.153,28.875,0.5643,4.0681,3.6731,6.3345
2/14/2000,8.243,1.0222,108.96,0.6297,1.4571,1.5963,2.0583,1.6447,7.5965,8.6768,1.5963,1.772,0.9999,514.75,1952.5,300.39,7.79015,9.3963,3.4295,0.658,36.345,261.22,73.17,4.1505,28.73,0.5637,4.0598,3.6731,6.3355
2/15/2000,8.2654,1.0188,109.22,0.6266,1.4561,1.5892,2.0528,1.637,7.5852,8.6889,1.5892,1.776,0.9999,514.5,1948.5,297.27,7.7504,9.37,3.4375,0.6585,36.36,261.3,72.86,4.1395,28.72,0.5655,4.0494,3.6731,6.3488
2/16/2000,8.2107,1.0139,109.44,0.622,1.4527,1.5814,2.0294,1.6263,7.5485,8.6335,1.5814,1.774,0.9999,512.95,1945,297.27,7.7504,9.3675,3.433,0.6593,36.26,259.41,72.52,4.138,28.785,0.5645,4.043,3.6731,6.3233
2/17/2000,8.2613,1.0124,110.56,0.6215,1.4507,1.5827,2.0241,1.6246,7.5346,8.647,1.5827,1.771,0.9999,512.85,1946,297.27,7.7504,9.3788,3.4395,0.66,36.15,259.18,72.49,4.108,28.81,0.5648,4.0455,3.6731,6.3075
2/18/2000,8.283,1.0164,111.09,0.6245,1.4509,1.5902,2.0352,1.6294,7.5583,8.6644,1.5902,1.777,0.9996,511.75,1938.5,300.76,7.7828,9.3925,3.4475,0.6595,36.315,260.04,72.51,4.113,28.8356,0.5667,4.0512,3.6731,6.3225
2/21/2000,8.2679,1.0125,111.26,0.6248,1.4556,1.5978,2.0477,1.6237,7.54,8.672,1.5978,1.7785,0.9999,510.9,1943.5,297.77,7.7439,9.407,3.4675,0.6595,36.195,260.06,72.58,4.1055,28.875,0.5655,4.0543,3.6729,6.29
2/22/2000,8.1591,0.9962,110.69,0.6201,1.462,1.6048,2.0385,1.6022,7.419,8.5583,1.6048,1.786,0.9999,508.75,1942,297.75,7.68,9.4536,3.464,0.6603,35.595,256.89,71.82,4.0775,28.89,0.5626,4.0521,3.6731,6.309
2/23/2000,8.1573,0.9964,111.07,0.6235,1.4602,1.6091,2.0435,1.6056,7.4213,8.5524,1.6091,1.7835,0.9999,507.5,1945.25,297.77,7.7439,9.3755,3.4585,0.6608,35.555,256.62,72.01,4.075,28.815,0.5616,4.0462,3.6731,6.3235
2/24/2000,8.2119,1.0081,111.37,0.6249,1.4536,1.626,2.0536,1.6211,7.5074,8.5992,1.626,1.777,0.9999,507.45,1946.75,301.1,7.7439,9.393,3.4705,0.661,35.815,258.69,72.45,4.0925,28.74,0.5653,4.0373,3.6731,6.3335
2/25/2000,8.2985,1.0257,110.29,0.6268,1.4475,1.6259,2.0504,1.6491,7.6351,8.673,1.6259,1.774,0.9997,506.35,1948,301.1,7.7439,9.375,3.4685,0.6613,36.445,263.44,73.02,4.1475,28.71,0.5702,4.0526,3.673,6.2825
2/28/2000,8.3218,1.03,109.45,0.6266,1.4519,1.6277,2.0583,1.6546,7.6834,8.6617,1.6277,1.777,0.9999,501.7,1947,301.1,7.7439,9.388,3.4575,0.6613,36.525,263.3,73.5,4.171,28.655,0.5737,4.047,3.6731,6.3575
2/29/2000,8.3882,1.0371,110.33,0.6332,1.4497,1.619,2.0431,1.6653,7.699,8.749,1.619,1.7665,1,502.2,1949,298.01,7.6614,9.369,3.436,0.6618,36.905,266.24,73.55,4.165,28.7,0.5744,4.0454,3.673,6.334
3/1/2000,8.2904,1.0281,107.28,0.6308,1.4497,1.6511,2.0526,1.6514,7.652,8.659,1.6511,1.763,1,503.4,1953,298.01,7.6614,9.3515,3.407,0.6626,36.655,263.53,73.11,4.1225,28.61,0.5741,4.0285,3.6731,6.3465
3/2/2000,8.3528,1.0356,107.74,0.6343,1.457,1.6487,2.0507,1.6648,7.7138,8.7761,1.6487,1.7565,1,503.15,1961.25,301.5,7.7624,9.3175,3.4035,0.6633,36.965,265.67,73.65,4.1275,28.6098,0.5746,4.0303,3.6731,6.3805
3/3/2000,8.4157,1.0432,107.9,0.6338,1.4504,1.6437,2.0477,1.6768,7.7681,8.7985,1.6437,1.745,1,503.15,1963,301.5,7.7624,9.309,3.4075,0.6633,37.035,267.65,73.72,4.1225,28.62,0.577,4.0267,3.6729,6.4538
3/6/2000,8.4259,1.0432,107.54,0.635,1.4534,1.661,2.0706,1.6773,7.7683,8.791,1.661,1.7453,0.9999,504.23,1969.1,298.02,7.7204,9.3248,3.4115,0.6638,37.095,269.35,73.87,4.1215,28.575,0.5783,4.004,3.6729,6.495
3/7/2000,8.4171,1.0434,106.12,0.6328,1.4553,1.6519,2.0638,1.6764,7.7701,8.7779,1.6519,1.7445,1,506.47,1966.5,298.02,7.7204,9.2675,3.4045,0.6638,37.04,267.83,74.31,4.146,28.5525,0.5788,4.002,3.6729,6.531
3/8/2000,8.4175,1.0406,107.17,0.6323,1.456,1.6408,2.0486,1.6717,7.7505,8.8117,1.6408,1.741,0.9995,508.5,1961,298.02,7.7204,9.269,3.3995,0.6638,36.955,267.11,74.31,4.1425,28.58,0.5804,4.0053,3.6729,6.47
3/9/2000,8.3814,1.0342,106.53,0.6319,1.4574,1.6262,2.0245,1.6624,7.7022,8.7278,1.6262,1.7338,0.9999,505.75,1961.5,302.01,7.7327,9.2953,3.406,0.6645,36.783,265.62,73.37,4.085,28.54,0.577,3.9841,3.6729,6.391
3/10/2000,8.4588,1.0377,106.35,0.6343,1.4574,1.6259,2.0253,1.6701,7.7315,8.7195,1.6259,1.745,0.9998,506.05,1958.75,301.99,7.73,9.33,3.4235,0.665,36.907,266.38,73.59,4.1005,28.505,0.5795,3.9754,3.6729,6.395
3/13/2000,8.4161,1.0371,105.52,0.6332,1.4616,1.6227,2.0274,1.6721,7.7303,8.7198,1.6227,1.7445,0.9999,507.1,1956.75,302.01,7.6404,9.32,3.4215,0.6648,36.821,266.41,73.68,4.101,28.53,0.5781,3.9987,3.6729,6.4275
3/14/2000,8.4184,1.0324,105.12,0.6339,1.4651,1.6272,2.0523,1.6641,7.6949,8.6693,1.6272,1.7375,0.9999,506.33,1956,298.78,7.64,9.3283,3.417,0.6655,36.753,266.68,73.77,4.093,28.5,0.5808,3.9517,3.6729,6.4281
3/15/2000,8.4409,1.0342,105.69,0.6357,1.4672,1.6301,2.0444,1.6682,7.7054,8.7403,1.6301,1.7395,0.9999,506.13,1954,302.01,7.6404,9.32,3.43,0.6658,36.7545,266.29,73.57,4.0875,28.44,0.581,3.9891,3.6729,6.4668
3/16/2000,8.4173,1.0314,105.37,0.6347,1.4735,1.636,2.0469,1.6625,7.6759,8.6852,1.636,1.739,0.9999,507.05,1951,302.01,7.6404,9.3325,3.44,0.6658,36.628,265.46,73.38,4.0755,28.435,0.5786,3.98,3.6729,6.4415
3/17/2000,8.4018,1.0287,106.73,0.635,1.4692,1.648,2.0625,1.6576,7.6591,8.6411,1.648,1.739,0.9998,506.7,1953.5,302.01,7.6304,9.309,3.4385,0.6663,36.574,264.39,73.52,4.0735,28.4378,0.5786,3.9644,3.6729,6.4721
3/20/2000,8.4119,1.028,106.3,0.6374,1.4691,1.6446,2.0536,1.6568,7.6552,8.6373,1.6446,1.737,1,506.35,1956,302.01,7.6304,9.3201,3.4535,0.6665,36.585,264.03,73.54,4.052,28.425,0.58,3.9868,3.6729,6.4785
3/21/2000,8.4934,1.04,106.78,0.6363,1.4696,1.6395,2.0439,1.6761,7.7147,8.6954,1.6395,1.7355,1,504.95,1959.5,302.01,7.6304,9.298,3.46,0.6673,36.894,265.86,73.6,4.0415,28.365,0.5811,3.9833,3.6729,6.4925
3/22/2000,8.4641,1.0406,107.11,0.6331,1.4705,1.6549,2.0536,1.6744,7.7475,8.6814,1.6549,1.731,0.9999,504,1959.5,299.18,7.64,9.27,3.475,0.6678,37.015,268.07,74.03,4.0625,28.385,0.5846,4.0114,3.6729,6.4565
3/23/2000,8.362,1.0293,107.24,0.6299,1.4691,1.6504,2.0439,1.6463,7.6666,8.6433,1.6504,1.719,0.999,502.4,1954,302.01,7.6304,9.227,3.491,0.668,36.582,264.73,73.94,4.0435,28.355,0.582,4.0759,3.673,6.4775
3/24/2000,8.2938,1.0226,106.87,0.6273,1.4633,1.6433,2.0439,1.6232,7.6359,8.5308,1.6433,1.7325,0.9998,502.45,1958,298.52,7.6504,9.22,3.5175,0.6685,36.6405,263.34,73.32,4.037,28.35,0.5836,4.0491,3.6729,6.4795
3/27/2000,8.3924,1.0339,106.79,0.6296,1.4578,1.6317,1.9962,1.6425,7.7011,8.626,1.6317,1.7515,0.9999,502.55,1961.1,298.52,7.6504,9.1723,3.4925,0.6685,36.964,266.13,73.56,4.0345,28.2863,0.5831,4.0284,3.6729,6.472
3/28/2000,8.4189,1.0411,105.84,0.6292,1.4537,1.628,1.9831,1.6561,7.7533,8.5639,1.628,1.743,0.9999,502.25,1952.55,298.52,7.6504,9.2275,3.465,0.6688,37.1195,268.06,73.48,4.0545,28.285,0.5845,4.0011,3.6729,6.485
3/29/2000,8.4644,1.0511,105.69,0.6275,1.4558,1.6376,2.0026,1.6756,7.8267,8.6615,1.6376,1.7445,0.9999,501.05,1953,298.52,7.6504,9.2625,3.484,0.6695,37.37,270.87,73.86,4.0918,28.39,0.59,4.017,3.673,6.5125
3/30/2000,8.3886,1.0403,105.57,0.6269,1.4545,1.6301,1.9926,1.6567,7.7466,8.6305,1.6301,1.7495,0.9999,501.35,1953.25,302.78,7.71875,9.2955,3.489,0.6695,37.651,268.96,73.57,4.135,28.665,0.5899,4.0385,3.6729,6.5913
3/31/2000,8.4679,1.0466,102.78,0.6285,1.4488,1.6473,2.0153,1.6653,7.7887,8.6427,1.6473,1.736,0.9998,503.25,1958.7,302.78,7.72,9.253,3.481,0.6698,37.809,270.42,73.49,4.1295,28.66,0.5899,4.0155,3.6729,6.525
4/3/2000,8.4985,1.0468,104.9,0.6264,1.4507,1.6433,1.9942,1.6548,7.7964,8.7131,1.6433,1.741,0.9999,503.25,1964,300.02,7.6404,9.293,3.4755,0.6698,37.785,270.1,73.59,4.152,28.765,0.5904,4.0543,3.6729,6.559
4/4/2000,8.4779,1.0421,105.16,0.6277,1.4525,1.6539,1.9938,1.6423,7.7619,8.6294,1.6539,1.746,0.9999,504.1,1960.5,300.02,7.6404,9.3355,3.4755,0.6704,37.64,269.94,73.42,4.1975,28.735,0.5908,4.0298,3.6729,6.5575
4/5/2000,8.4719,1.039,104.88,0.6312,1.4503,1.6507,1.9875,1.6359,7.7391,8.6291,1.6507,1.7485,0.9999,505.8,1977.5,302.01,7.7327,9.3775,3.4725,0.671,37.692,268.5,73.14,4.2045,28.705,0.589,4.043,3.6728,6.588
4/6/2000,8.4793,1.0434,104.77,0.6323,1.4528,1.6629,1.997,1.6394,7.7737,8.6562,1.6629,1.746,0.9995,505.45,1991,302.01,7.6904,9.355,3.512,0.6705,37.789,269.66,73.56,4.1653,28.665,0.5913,4.0367,3.6728,6.5815
4/7/2000,8.5008,1.0468,105.37,0.6331,1.4583,1.6706,1.9992,1.6437,7.7709,8.672,1.6706,1.741,0.9998,505.75,2002,302.01,7.6904,9.3,3.493,0.6703,37.927,271.23,73.45,4.1475,28.645,0.5925,4.0327,3.6725,6.5615
4/10/2000,8.4898,1.0387,106.44,0.6307,1.4625,1.6805,2.0143,1.6339,7.7384,8.5839,1.6805,1.7425,0.9999,505.45,1995,302.01,7.6904,9.347,3.491,0.6713,37.655,267.68,73.6,4.1413,28.615,0.591,4.0283,3.6729,6.5655
4/11/2000,8.523,1.0425,106.92,0.6307,1.4635,1.6776,2.0052,1.6411,7.7647,8.6438,1.6776,1.743,0.9999,505.35,1992.25,302.01,7.6904,9.383,3.483,0.6713,37.97,269.33,73.55,4.1585,28.63,0.5914,4.0429,3.6729,6.59
4/12/2000,8.5057,1.0428,105.78,0.6293,1.4627,1.6722,2.0084,1.6524,7.7671,8.6909,1.6722,1.756,0.9999,505.3,1988,301.06,7.68,9.3918,3.482,0.6723,38.17,268.82,73.69,4.1525,28.54,0.5928,4.0368,3.6729,6.5875
4/13/2000,8.5453,1.05,105.88,0.6303,1.4724,1.6753,2.008,1.6497,7.8216,8.7207,1.6753,1.7825,0.9999,505.35,1987,304.12,7.7204,9.44,3.4595,0.6723,38.245,270.23,73.55,4.1675,28.56,0.5941,4.033,3.6729,6.5705
4/14/2000,8.4886,1.0393,104.74,0.63,1.4768,1.6728,2.0056,1.6331,7.7429,8.6609,1.6728,1.786,0.9999,508.05,1993,300.71,7.68,9.513,3.4725,0.6723,38.0201,268,73.48,4.23,28.4875,0.5938,4.034,3.6731,6.5955
4/17/2000,8.5968,1.0496,104.54,0.6326,1.485,1.6903,2.0182,1.6488,7.8207,8.7377,1.6903,1.779,0.9999,512.55,2001.5,304.12,7.7204,9.426,3.4795,0.672,38.2851,271.77,73.58,4.2615,28.865,0.5942,4.0721,3.6729,6.613
4/18/2000,8.634,1.0579,104.74,0.634,1.4812,1.6814,2.0178,1.6659,7.8785,8.7497,1.6814,1.762,0.9999,509.05,2000.5,304.12,7.7204,9.403,3.4705,0.6725,38.4,273.53,73.84,4.2575,28.755,0.597,4.0562,3.6729,6.5865
4/19/2000,8.6894,1.0636,104.82,0.6319,1.4763,1.6784,2.0076,1.6697,7.9268,8.7692,1.6784,1.774,0.9999,509.15,1992.15,304.12,7.7204,9.4225,3.469,0.6723,38.6452,275.61,74.08,4.2875,28.615,0.5976,4.0581,3.6729,6.6565
4/20/2000,8.6824,1.0668,105.77,0.6331,1.4742,1.6882,2.0243,1.6773,7.9566,8.7961,1.6882,1.778,0.9991,510.2,1993.5,304.12,7.7204,9.402,3.4695,0.6723,38.745,276.8,74.17,4.2935,28.615,0.5996,4.0609,3.6729,6.715
4/21/2000,8.6698,1.0655,105.77,0.6329,1.4726,1.6818,2.0235,1.6753,7.9425,8.7787,1.6818,1.778,0.9991,510.2,1993.5,304.12,7.7204,9.402,3.477,0.6723,38.715,274.61,74.16,4.2905,28.615,0.6003,4.0609,3.6729,6.7326
4/24/2000,8.6849,1.0661,105.78,0.6333,1.477,1.6807,2.0182,1.6762,7.9471,8.8107,1.6807,1.7925,0.9995,512.15,1989,304.12,7.7204,9.4475,3.483,0.6719,38.645,274.55,74.01,4.2925,28.55,0.5999,4.035,3.6729,6.725
4/25/2000,8.8478,1.086,106.31,0.6322,1.4677,1.6849,2.0214,1.7075,8.0951,8.8953,1.6849,1.789,0.9999,512.95,1992,304.12,7.7104,9.403,3.482,0.6737,39.069,279.84,74.69,4.3085,28.495,0.6049,4.0473,3.6728,6.7375
4/26/2000,8.8172,1.0828,106.27,0.6346,1.4747,1.7007,2.0549,1.7029,8.0718,8.8846,1.7007,1.8015,0.9999,514.35,2002,304.12,7.7104,9.4105,3.4805,0.6747,39.33,280.15,74.65,4.2975,28.485,0.6072,4.0487,3.6729,6.809
4/27/2000,8.9575,1.099,106.43,0.6361,1.4766,1.7024,2.0521,1.7272,8.195,8.952,1.7024,1.807,0.9999,514,2004,301.02,7.6704,9.432,3.4755,0.675,39.8704,285.12,75.66,4.365,28.465,0.6099,4.0485,3.6729,6.846
4/28/2000,8.9452,1.0966,108.18,0.6444,1.4798,1.712,2.0593,1.7157,8.1746,8.9077,1.712,1.807,0.9997,515.35,2007,301.02,7.6803,9.3925,3.48,0.675,39.95,283.54,75.51,4.471,28.43,0.6111,4.0365,3.6729,6.7885
5/1/2000,8.9032,1.0919,108.76,0.6435,1.479,1.7159,2.0526,1.7086,8.1397,8.8983,1.7159,1.807,1.0004,515.1,2008,301.37,7.6504,9.3925,3.486,0.675,39.79,282.48,75.51,4.465,28.43,0.612,4.0373,3.673,6.78
5/2/2000,8.9147,1.0989,108.41,0.6407,1.4827,1.7091,2.061,1.7117,8.1922,8.9213,1.7091,1.803,1,514.25,2005,301.65,7.64,9.337,3.487,0.6757,40.025,285.02,75.62,4.485,28.43,0.6138,4.0583,3.6731,6.77
5/3/2000,9.0137,1.1176,109.02,0.6404,1.4936,1.6875,2.0358,1.7248,8.33,9.0221,1.6875,1.815,0.9999,516.65,2016.5,304.5,7.88,9.395,3.497,0.6759,40.725,289.5,75.78,4.485,28.4,0.617,4.0865,3.6729,6.8375
5/4/2000,9.1269,1.1242,108.03,0.6486,1.4953,1.6909,2.0367,1.7404,8.3789,9.1221,1.6909,1.8105,0.9999,517.7,2026.25,301.85,7.66,9.424,3.503,0.676,40.925,289.41,76.58,4.575,28.39,0.6173,4.09,3.673,6.97
5/5/2000,9.0833,1.1148,108.56,0.6533,1.4901,1.6759,2.0305,1.7322,8.3072,9.0992,1.6759,1.801,0.9997,519.55,2039.5,304.9,7.79,9.478,3.5075,0.6768,41.005,289.43,76.62,4.64,28.4,0.6182,4.107,3.673,6.96
5/8/2000,9.0735,1.114,109,0.652,1.4919,1.7218,2.0721,1.7264,8.3012,9.0736,1.7218,1.806,0.9999,522.8,2048,302.05,7.661,9.487,3.5135,0.677,41.0525,287.88,76.96,4.47,28.4,0.618,4.122,3.673,6.96
5/9/2000,9.019,1.1019,109.19,0.6529,1.4913,1.712,2.0777,1.7149,8.2138,9.022,1.712,1.812,0.9999,522.65,2034,302.1,7.7004,9.539,3.488,0.6773,40.88,285.74,76.84,4.485,28.405,0.6169,4.125,3.673,7.085
5/10/2000,9.0195,1.1028,109.53,0.6614,1.4927,1.7194,2.0997,1.7105,8.2226,9.024,1.7194,1.819,0.9999,526.05,2026,305.8,7.6804,9.619,3.5005,0.6775,40.825,283.48,76.24,4.43,28.32,0.6138,4.1197,3.6731,7.0413
5/11/2000,9.1293,1.1091,108.52,0.665,1.4881,1.7194,2.0846,1.7268,8.2703,9.1888,1.7194,1.825,0.9999,522.55,2038,305.85,7.6704,9.581,3.502,0.6785,40.945,286.02,76.48,4.46,28.3,0.6165,4.1545,3.673,7.01
5/12/2000,8.9213,1.0873,108.47,0.6576,1.4856,1.7203,2.0833,1.691,8.1118,8.9936,1.7203,1.836,0.9997,520.9,2037.65,305.9,7.6804,9.5855,3.5025,0.6785,40.38,284.43,76.28,4.477,28.28,0.6157,4.139,3.6731,7.0252
5/15/2000,8.971,1.0975,109.3,0.6642,1.4864,1.7486,2.1213,1.7072,8.1879,9.0748,1.7486,1.824,0.9999,517.75,2042,302.4,7.64,9.531,3.502,0.679,40.49,284.79,76.1,4.365,28.3,0.615,4.1422,3.673,7.0575
5/16/2000,9.0683,1.1107,109.66,0.6697,1.4844,1.7313,2.1097,1.7209,8.2831,9.1146,1.7313,1.819,0.9999,517.55,2047,302.52,7.6804,9.506,3.5025,0.6798,40.575,288.7,76.52,4.4545,28.275,0.6177,4.1413,3.673,7.0525
5/17/2000,9.1205,1.1162,109.32,0.668,1.4971,1.7596,2.1622,1.734,8.3268,9.1305,1.7596,1.83,0.9999,519.95,2052.5,306.1,7.6804,9.544,3.508,0.6794,41.065,290.19,77.14,4.4325,28.41,0.6211,4.1506,3.673,7.1093
